Discipline,HPSA Type,HPSA Sub -Type,Score  Category,Image,County,HPSA ID,HPSA Name,HPSA Status,Last Update Date,State V1,State/Territory,HPSA Score
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Sibley,7275395891,RIDGEVIEW ARLINGTON CLINIC,Designated,09/11/2021,Minnesota,Minnesota,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Todd,7274326485,CENTRACARE HEALTH SYSTEM LONG PRAIRIE,Designated,01/20/2022,Minnesota,Minnesota,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Mahnomen,7274097723,SANFORD HEALTH MAHNOMEN  CLINIC,Designated,09/11/2021,Minnesota,Minnesota,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Redwood,7273766487,SANFORD TRACY WALNUT GROVE CLINIC,Designated,09/11/2021,Minnesota,Minnesota,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Cass,7273321310,LAKEWOOD CLINIC PILLAGER,Designated,09/11/2021,Minnesota,Minnesota,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Jackson,7273004959,SANFORD CLINIC LAKEFIELD,Designated,09/23/2022,Minnesota,Minnesota,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Lac qui Parle,7272972534,DAWSON CLINIC,Designated,09/11/2021,Minnesota,Minnesota,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Norman,7271301755,SANFORD HEALTH TWIN VALLEY CLINIC,Designated,09/11/2021,Minnesota,Minnesota,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Stearns,7271204523,CENTRACARE CLINIC- SAUK CENTRE,Designated,10/05/2023,Minnesota,Minnesota,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Paulding,7399619982,ANTWERP FAMILY HEALTH CENTER,Designated,12/16/2022,Ohio,Ohio,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Defiance,7398670901,HICKSVILLE FAMILY HEALTH CENTER,Designated,12/16/2022,Ohio,Ohio,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Williams,7395863055,EDGERTON FAMILY HEALTH CENTER,Designated,12/16/2022,Ohio,Ohio,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Adams,7395728893,ADAMS COUNTY REGIONAL MEDICAL CENTER,Designated,12/28/2021,Ohio,Ohio,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Paulding,7393214075,ANTWERP FAMILY HEALTH CENTER,Designated,12/16/2022,Ohio,Ohio,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Tuscarawas,7392044478,TWIN CITY MEDICAL GROUP,Designated,12/16/2022,Ohio,Ohio,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Adams,7391599459,ACRMC FAMILY MEDICINE,Designated,12/28/2021,Ohio,Ohio,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Iroquois,7173318027,CARLE CISSNA PARK,Designated,09/10/2021,Illinois,Illinois,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,McDonough,7172195169,MEMORIAL MEDICAL CLINIC COLCHESTER,Designated,09/10/2021,Illinois,Illinois,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Randolph,7189638133,"ST VINCENT MEDICAL GROUP, INC",Designated,09/11/2021,Indiana,Indiana,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Sibley,727999276T,RIDGEVIEW WINTHROP CLINIC,Designated,09/11/2021,Minnesota,Minnesota,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Wadena,7279506107,TRI COUNTY HOSP VERNDALE CLINIC,Designated,09/11/2021,Minnesota,Minnesota,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Stearns,7279443133,CENTRACARE HEALTH - MELROSE CLINIC,Designated,09/11/2021,Minnesota,Minnesota,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Murray,7278679621,MURRAY COUNTY CLINIC,Designated,09/11/2021,Minnesota,Minnesota,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Clearwater,7276418672,SANFORD BAGLEY CLINIC,Designated,12/16/2022,Minnesota,Minnesota,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Lyon,7275823312,SANFORD CLINIC TRACY,Designated,09/11/2021,Minnesota,Minnesota,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Lac qui Parle,7275719731,JOHNSON MEMORIAL BOYD CLINIC,Designated,09/11/2021,Minnesota,Minnesota,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Mahnomen,7275361188,ESSENTIA ST MARYS MAHNOMEN CLINIC,Designated,09/11/2021,Minnesota,Minnesota,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Morrison,7273523413,LAKEWOOD CLINIC MOTLEY,Designated,09/11/2021,Minnesota,Minnesota,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Red Lake,7272404594,ESSENTIA HEALTH OKLEE CLINIC,Designated,09/11/2021,Minnesota,Minnesota,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Todd,7272318963,LAKEWOOD CLINIC EAGLE BEND,Designated,09/11/2021,Minnesota,Minnesota,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Tuscarawas,7396138309,TWIN CITY MEDICAL CENTER,Designated,04/08/2022,Ohio,Ohio,18
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Vermilion,7179172129,HOOPESTON MEDICAL CENTER,Designated,09/10/2021,Illinois,Illinois,19
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Clearwater,7276480496,ESSENTIA HEALTH BAGLEY CLINIC,Designated,09/11/2021,Minnesota,Minnesota,19
Mental Health,Facility,State Mental Hospital,0 - 13,1,Randolph,7178729429,Chester Mental Health Center,Designated,06/06/2022,Illinois,Illinois,8
Mental Health,Facility,State Mental Hospital,0 - 13,1,Nicollet,7275481307,St. Peter Regional Treatment Center,Designated,12/23/2020,Minnesota,Minnesota,8
Mental Health,Facility,State Mental Hospital,0 - 13,1,Nicollet,7271389609,St. Peter Hospital,Designated,07/23/2018,Minnesota,Minnesota,12
Mental Health,Facility,State Mental Hospital,14 - 25,1,Nicollet,7278490785,St. Peter/MSOP,Designated,12/15/2020,Minnesota,Minnesota,16
Mental Health,Facility,State Mental Hospital,14 - 25,1,Cass,7272197961,Moose Lake/MSOP,Designated,12/15/2020,Minnesota,Minnesota,16
Mental Health,Facility,Federally Qualified Health Center,14 - 25,1,Carter,7405285990,"Good Shepherd Community Clinic, Inc.",Designated,09/11/2021,Oklahoma,Oklahoma,16
Mental Health,Facility,Federally Qualified Health Center,14 - 25,1,Texas,74099940D5,"Panhandle Counseling and Health Center, Inc.",Designated,09/11/2021,Oklahoma,Oklahoma,19
Mental Health,Facility,Federally Qualified Health Center,14 - 25,1,Plaquemines,7228488163,PLAQUEMINES PARISH HOSPITAL SERVICE DISTRICT NUMBER ONE,Designated,02/01/2022,Louisiana,Louisiana,15
Mental Health,Facility,Federally Qualified Health Center Look A Like,14 - 25,1,Henderson,7483885133,EAST TEXAS COMMUNITY CLINIC INC,Designated,07/06/2023,Texas,Texas,17
Mental Health,Facility,Federally Qualified Health Center Look A Like,14 - 25,1,Guadalupe,7352104536,SUNRISE CLINICS,Designated,09/12/2021,New Mexico,New Mexico,18
Mental Health,Facility,Federally Qualified Health Center Look A Like,14 - 25,1,Jackson,7223047379,Mercy Medical Health Center,Designated,09/10/2021,Louisiana,Louisiana,17
Mental Health,Facility,Federally Qualified Health Center Look A Like,14 - 25,1,East Carroll,7222905916,EAST CARROLL PARISH HOSPITAL SERVICE DISTRICT,Designated,10/05/2023,Louisiana,Louisiana,19
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",0 - 13,1,Taos,7354548521,Picuris Health Location,Designated,08/31/2023,New Mexico,New Mexico,13
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",0 - 13,1,Polk,7482419113,Alabama-Coushatta Health Center,Designated,09/11/2021,Texas,Texas,13
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Taos,735999355G,TAOS-PICURIS INDIAN HEALTH CENTER,Designated,08/31/2023,New Mexico,New Mexico,14
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Rio Arriba,7352244420,"Eight Northern Indian Pueblo Council, Inc. (Circle of Life)",Designated,02/05/2024,New Mexico,New Mexico,16
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Washington,74099940CN,Cherokee Nation Health Services Cooweescoowee Health Center,Designated,09/11/2021,Oklahoma,Oklahoma,17
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,McCurtain,7407079472,Choctaw Nation Broken Bow Health Clinic,Designated,09/12/2021,Oklahoma,Oklahoma,17
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Pottawatomie,7406280756,Citizen Potawatomi Nation West Clinic,Designated,09/11/2021,Oklahoma,Oklahoma,17
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Carter,7405702235,Ardmore Health Clinic,Designated,09/11/2021,Oklahoma,Oklahoma,17
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Okmulgee,7403174103,Muscogee (Creek) Nation Medical Center,Designated,04/22/2021,Oklahoma,Oklahoma,17
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Osage,7402829745,The Osage Nation Wah-Zha-Zhi Health Center,Designated,07/29/2022,Oklahoma,Oklahoma,17
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,McCurtain,7401324136,Choctaw Nation Idabel Health Clinic,Designated,09/12/2021,Oklahoma,Oklahoma,17
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Sandoval,7358860704,KEWA PUEBLO HEALTH CORPORATION,Designated,08/28/2023,New Mexico,New Mexico,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Cibola,7358231390,New Laguna Community Health Center,Designated,08/31/2023,New Mexico,New Mexico,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Sandoval,7351213059,COCHITI DENTAL CLINIC,Designated,08/28/2023,New Mexico,New Mexico,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Latimer,7409911361,Choctaw Nation Health Care Center,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Pottawatomie,7409557314,Citizen Potawatomi Nation Health Center,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Lincoln,7409190056,Kickapoo Tribal Health Center (Mcloud),Designated,08/08/2023,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,McIntosh,7409101258,Muscogee (Creek) Nation Eufaula Indian Health Center,Designated,04/22/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Le Flore,7408754809,Rubin White Health Center,Designated,09/23/2022,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Choctaw,7408520361,Choctaw Nation Hugo Health Clinic,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Pittsburg,7408016326,JONES ACADEMY SCHOOL HC,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Cherokee,7407259187,Cherokee Nation Health Services Cherokee Nation WW Hastings Indian Hospital,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Cherokee,7406905747,Cherokee Nation Outpatient Clinic - Tahlequah,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Cherokee,7406594032,HEALTHY LIVING CAMPUS,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Ottawa,7406562451,Lost River Treatment Center,Designated,09/12/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Cherokee,7406478859,CHEROKEE NATION HEALTH SERVICES JACK BROWN YOUTH TREATMENT CENTER,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Adair,7406248780,Cherokee Nation Health Services Wilma P. Mankiller Health Center,Designated,09/12/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Bryan,7406200171,Choctaw Employee Health Clinic,Designated,09/12/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Pontotoc,7406120579,Chickasaw Nation Medical Center,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Pottawatomie,7406086987,Absentee Shawnee Tribe Health System Shawnee Clinic,Designated,09/10/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Hughes,7405469813,Wetumka Indian Health Center,Designated,09/12/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Cherokee,7405069401,Cherokee Nation Ga Du Gi,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Lincoln,7404795368,Sac & Fox Nation Black Hawk Health Center,Designated,09/12/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Muskogee,7404750232,Cherokee Nation Health Services Three Rivers Health Center,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Ottawa,7404658093,Quapaw Counseling Center,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Haskell,7404629427,Choctaw Nation Stigler Health Clinic,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Bryan,7404622119,Choctaw Nation Regional Medical Clinic,Designated,09/12/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Johnston,7403924857,Tishomingo Health Clinic,Designated,09/12/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Pittsburg,7403596859,Choctaw Nation Mcalester Health Clinic,Designated,09/11/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Okfuskee,7403177730,Muscogee (Creek) Nation Okemah Creek Nation Community Hospital,Designated,04/22/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Atoka,7401627728,Choctaw Nation Atoka Health Clinic,Designated,09/12/2021,Oklahoma,Oklahoma,18
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Rio Arriba,735999355M,SANTA CLARA HEALTH CENTER,Designated,08/31/2023,New Mexico,New Mexico,19
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Cibola,7355244225,Laguna Health Center,Designated,08/28/2023,New Mexico,New Mexico,19
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,San Juan,7351803250,Navajo Regional Behavioral Health Center,Designated,08/31/2023,New Mexico,New Mexico,19
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,San Juan,7358111567,SANOSTEE HEALTH STATION,Designated,08/31/2023,New Mexico,New Mexico,20
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Sandoval,735999355J,PUEBLO PINTADO HEALTH STATION,Designated,08/31/2023,New Mexico,New Mexico,21
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,San Juan,7359941941,TOADLENA HEALTH STATION,Designated,08/31/2023,New Mexico,New Mexico,21
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,San Juan,7356485310,TOHATCHI HEALTH CENTER,Designated,08/31/2023,New Mexico,New Mexico,21
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Cibola,7356384608,ACOMA-CANONCITO-LAGUNA INDIAN HOSPITAL,Designated,08/28/2023,New Mexico,New Mexico,21
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,McKinley,7355765876,THOREAU HEALTH STATION,Designated,08/31/2023,New Mexico,New Mexico,22
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",0 - 13,1,Allen,7229892087,Coushatta Family Medical Center,Designated,02/05/2024,Louisiana,Louisiana,13
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Allen,7223293872,COUSHATTA HEALTH CENTER,Designated,09/11/2021,Louisiana,Louisiana,15
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,LaSalle,7226501358,Jena Band Of Choctaw Indians Health Department,Designated,09/11/2021,Louisiana,Louisiana,16
Mental Health,Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",14 - 25,1,Avoyelles,7221014336,Tunica-Biloxi Health Department,Designated,09/11/2021,Louisiana,Louisiana,17
Mental Health,Facility,Rural Health Clinic,0 - 13,1,Lawrence,7055197939,ACCESS MEDICAL CLINIC,Designated,10/05/2023,Arkansas,Arkansas,10
Mental Health,Facility,Rural Health Clinic,0 - 13,1,Cleveland,7053048316,"ACCESS MEDICAL CLINIC ARKANSAS, LLC",Designated,09/11/2021,Arkansas,Arkansas,10
Mental Health,Facility,Rural Health Clinic,0 - 13,1,Logan,7408296386,MERCY HOSPITAL LOGAN COUNTY - GUTHRIE DIVISION,Designated,09/11/2021,Oklahoma,Oklahoma,10
Mental Health,Facility,Rural Health Clinic,0 - 13,1,Craighead,7055250243,"ACCESS MEDICAL CLINIC ARKANSAS, LLC",Designated,12/28/2021,Arkansas,Arkansas,11
Mental Health,Facility,Rural Health Clinic,0 - 13,1,Poinsett,7051829656,"ACCESS MEDICAL CLINIC ARKANSAS, LLC",Designated,12/16/2022,Arkansas,Arkansas,11
Mental Health,Facility,Rural Health Clinic,0 - 13,1,Hot Spring,7059341700,ACCESS MEDICAL CLINIC ARKANSAS LLC,Designated,12/16/2022,Arkansas,Arkansas,12
Mental Health,Facility,Rural Health Clinic,0 - 13,1,Poinsett,7055237247,ACCESS MEDICAL CLINIC MARKED TREE,Designated,10/05/2023,Arkansas,Arkansas,12
Mental Health,Facility,Rural Health Clinic,0 - 13,1,Union,7357490517,UNION COUNTY HEALTH CENTER,Designated,09/12/2021,New Mexico,New Mexico,12
Mental Health,Facility,Rural Health Clinic,0 - 13,1,Lincoln,7058361340,ST ELIZABETH HEALTH CENTER,Designated,09/11/2021,Arkansas,Arkansas,13
Mental Health,Facility,Rural Health Clinic,0 - 13,1,Perry,7052790052,ACCESS MEDICAL CLINIC ARKANSAS LLC,Designated,10/05/2023,Arkansas,Arkansas,13
Mental Health,Facility,Rural Health Clinic,0 - 13,1,DeWitt,7482373684,YORKTOWN MEDICAL CLINIC,Designated,08/04/2022,Texas,Texas,13
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Dallas,7053508224,DALLAS COUNTY MEDICAL CENTER FAMILY CLINIC,Designated,10/05/2023,Arkansas,Arkansas,14
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Beaver,7406651531,LAVERNE FAMILY HEALTH CLINIC,Designated,02/05/2024,Oklahoma,Oklahoma,14
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Dewey,7402764801,SEILING REGIONAL MEDICAL CENTER - RHC,Designated,09/12/2021,Oklahoma,Oklahoma,14
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Falls,7482368963,FALLS COMMUNITY CLINIC,Designated,09/11/2021,Texas,Texas,14
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Wichita,7481273762,ELECTRA MEDICAL CLINIC,Designated,12/16/2022,Texas,Texas,14
Mental Health,Facility,Rural Health Clinic,14 - 25,1,McIntosh,7404374172,AMC MEDICAL CLINIC LLC,Designated,10/05/2023,Oklahoma,Oklahoma,15
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Upton,7486152730,MCCAMEY HOSPITAL RURAL HEALTH,Designated,10/05/2023,Texas,Texas,15
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Jackson,7485441650,JACKSON COUNTY MEDICAL CLINIC OF EDNA,Designated,12/16/2022,Texas,Texas,15
Mental Health,Facility,Rural Health Clinic,14 - 25,1,White,7056753497,ACCESS MEDICAL CLINIC ARKANSAS LLC,Designated,10/05/2023,Arkansas,Arkansas,16
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Logan,7051818601,MERCY CLINIC PRIMARY CARE - BOONEVILLE,Designated,12/16/2022,Arkansas,Arkansas,16
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Cimarron,7404881518,CIMARRON MEMORIAL RURAL HEALTH CLINIC,Designated,03/29/2023,Oklahoma,Oklahoma,16
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Jack,74899948O5,JACK COUNTY MEDICAL CLINIC,Designated,09/11/2021,Texas,Texas,16
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Deaf Smith,7488160066,HEREFORD HEALTH CLINIC,Designated,09/11/2021,Texas,Texas,16
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Armstrong,7486711020,FAMILY CARE CLINIC OF CLAUDE,Designated,09/30/2021,Texas,Texas,16
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Ward,7484691172,SANDHILLS FAMILY CLINIC,Designated,09/10/2021,Texas,Texas,16
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Winkler,7482905862,WINKLER COUNTY RURAL HEALTH CLINIC,Designated,09/11/2021,Texas,Texas,16
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Parker,7482117716,CAMPBELL CLINIC,Designated,04/20/2023,Texas,Texas,16
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Johnson,7059846768,ACCESS MEDICAL CLINIC ARKANSAS LLC,Designated,12/16/2022,Arkansas,Arkansas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Sharp,7059817421,ACCESS MEDICAL CLINIC,Designated,10/05/2023,Arkansas,Arkansas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Cleburne,7057603683,AMC AR RHC HEBER SPRINGS,Designated,10/05/2023,Arkansas,Arkansas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Lonoke,7055160643,"ACCESS MEDICAL CLINIC ARKANSAS, LLC",Designated,12/16/2022,Arkansas,Arkansas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Sharp,7054701739,ACCESS MEDICAL CLINIC HARDY,Designated,10/05/2023,Arkansas,Arkansas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Sharp,7054261488,"ACCESS MEDICAL CLINIC ARKANSAS, LLC",Designated,10/05/2023,Arkansas,Arkansas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Marion,7054222673,AMC AR RHC FLIPPIN,Designated,12/16/2022,Arkansas,Arkansas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Fulton,7053283228,ACCESS MEDICAL CLINIC ARKANSAS,Designated,12/16/2022,Arkansas,Arkansas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Fulton,7053238407,"ACCESS MEDICAL CLINIC ARKANSAS, LLC",Designated,12/16/2022,Arkansas,Arkansas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Searcy,7051656089,AMC AR RHC MARSHALL,Designated,12/28/2021,Arkansas,Arkansas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Cleburne,7051218999,AMC AR RHC CONCORD,Designated,10/05/2023,Arkansas,Arkansas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Lincoln,7356605664,CARRIZOZO HEALTH CENTER,Designated,08/28/2023,New Mexico,New Mexico,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Colfax,7353526127,MINERS COLFAX MEDICAL CENTER - RURAL HEALTH CLINIC,Designated,02/05/2024,New Mexico,New Mexico,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Eddy,7353088252,MEMORIAL FAMILY PRACTICE AT ARTESIA GENERAL HOSP,Designated,09/11/2021,New Mexico,New Mexico,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Roosevelt,7352528849,RGH CLINIC - PORTALES,Designated,03/29/2023,New Mexico,New Mexico,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Lea,7351436371,FAMILY HEALTH CENTER OF LEA COUNTY,Designated,08/28/2023,New Mexico,New Mexico,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Major,7408777086,FAIRVIEW FAMILY CLINIC,Designated,10/05/2023,Oklahoma,Oklahoma,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Harper,7408352152,BUFFALO FAMILY HEALTH CLINIC,Designated,02/05/2024,Oklahoma,Oklahoma,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Osage,7405661401,PAWHUSKA FAMILY MEDICAL CLINIC,Designated,09/12/2021,Oklahoma,Oklahoma,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Lynn,74899948O6,LYNN COUNTY HOSPITAL DISTRIC FAMILY WELLNESS RURAL,Designated,09/10/2021,Texas,Texas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Hill,7489420630,WHITNEY FAMILY MEDICINE,Designated,09/11/2021,Texas,Texas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,DeWitt,7489219245,CUERO MEDICAL CLINIC,Designated,09/11/2021,Texas,Texas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Titus,7489058963,NORTHEAST TEXAS RURAL HEALTH CLINIC,Designated,10/05/2023,Texas,Texas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,Lamb,7485982630,LHC FAMILY MEDICINE,Designated,09/12/2021,Texas,Texas,17
Mental Health,Facility,Rural Health Clinic,14 - 25,1,DeWitt,7485220353,PARKSIDE FAMILY CLINIC,Designated,09/11/2021,Texas,Texas,17
